import time: self [us] | cumulative | imported package
import time:      2924 |       2924 |               openai.types.beta.beta_response_image_gen_call_generating_event
import time:      2997 |       2997 |               openai.types.beta.beta_response_web_search_call_completed_event
import time:      2951 |       2951 |               openai.types.beta.beta_response_web_search_call_searching_event
import time:      3215 |       3215 |               openai.types.beta.beta_response_file_search_call_completed_event
import time:      2729 |       2729 |               openai.types.beta.beta_response_file_search_call_searching_event
import time:      2884 |       2884 |               openai.types.beta.beta_response_image_gen_call_in_progress_event
import time:      3378 |       3378 |               openai.types.beta.beta_response_mcp_list_tools_in_progress_event
import time:      2766 |       2766 |               openai.types.beta.beta_response_custom_tool_call_input_done_event
import time:      5178 |       5178 |               openai.types.beta.beta_response_reasoning_summary_part_done_event
import time:      3886 |       3886 |               openai.types.beta.beta_response_reasoning_summary_text_done_event
import time:      3024 |       3024 |               openai.types.beta.beta_response_web_search_call_in_progress_event
import time:      3007 |       3007 |               openai.types.beta.beta_response_custom_tool_call_input_delta_event
import time:      3346 |       3346 |               openai.types.beta.beta_response_file_search_call_in_progress_event
import time:      4323 |       4323 |               openai.types.beta.beta_response_function_call_arguments_done_event
import time:      8536 |       8536 |               openai.types.beta.beta_response_image_gen_call_partial_image_event
import time:      2778 |       2778 |               openai.types.beta.beta_response_output_text_annotation_added_event
import time:      4175 |       4175 |               openai.types.beta.beta_response_reasoning_summary_part_added_event
import time:      2924 |       2924 |               openai.types.beta.beta_response_reasoning_summary_text_delta_event
